"time","latitude","longitude","sst"
"2022-01-01T00:00:00Z",1.85416596200001,-89.10416594,24.895
"2022-01-01T00:00:00Z",1.85416596200001,-89.062499273,24.995
"2022-01-01T00:00:00Z",1.85416596200001,-89.020832606,25.055
"2022-01-01T00:00:00Z",1.81249929500001,-92.02083263,24.85
"2022-01-01T00:00:00Z",1.81249929500001,-91.979165963,24.8
"2022-01-01T00:00:00Z",1.81249929500001,-91.937499296,24.635
"2022-01-01T00:00:00Z",1.81249929500001,-91.895832629,24.58
"2022-01-01T00:00:00Z",1.81249929500001,-91.854165962,24.575
"2022-01-01T00:00:00Z",1.81249929500001,-91.812499295,24.555
"2022-01-01T00:00:00Z",1.81249929500001,-91.770832628,24.58
"2022-01-01T00:00:00Z",1.81249929500001,-91.729165961,24.665
"2022-01-01T00:00:00Z",1.81249929500001,-91.687499294,24.78
"2022-01-01T00:00:00Z",1.81249929500001,-91.645832627,24.87
"2022-01-01T00:00:00Z",1.81249929500001,-91.60416596,24.845
"2022-01-01T00:00:00Z",1.81249929500001,-91.562499293,24.655
"2022-01-01T00:00:00Z",1.81249929500001,-91.520832626,24.445
"2022-01-01T00:00:00Z",1.81249929500001,-91.479165959,24.25
"2022-01-01T00:00:00Z",1.81249929500001,-91.437499292,24.04
"2022-01-01T00:00:00Z",1.81249929500001,-91.395832625,24.05
"2022-01-01T00:00:00Z",1.81249929500001,-91.354165958,24.445
"2022-01-01T00:00:00Z",1.81249929500001,-91.312499291,24.425
"2022-01-01T00:00:00Z",1.81249929500001,-91.270832624,24.09
"2022-01-01T00:00:00Z",1.81249929500001,-91.229165957,24.285
"2022-01-01T00:00:00Z",1.81249929500001,-91.18749929,24.325
"2022-01-01T00:00:00Z",1.81249929500001,-91.145832623,24.465
"2022-01-01T00:00:00Z",1.81249929500001,-91.104165956,24.5
"2022-01-01T00:00:00Z",1.81249929500001,-91.062499289,24.435
"2022-01-01T00:00:00Z",1.81249929500001,-91.020832622,24.55
"2022-01-01T00:00:00Z",1.81249929500001,-90.979165955,24.28
"2022-01-01T00:00:00Z",1.81249929500001,-90.937499288,24.07
"2022-01-01T00:00:00Z",1.81249929500001,-90.895832621,24.19
"2022-01-01T00:00:00Z",1.81249929500001,-90.854165954,24.7
"2022-01-01T00:00:00Z",1.81249929500001,-90.812499287,24.755
"2022-01-01T00:00:00Z",1.81249929500001,-90.77083262,24.75
"2022-01-01T00:00:00Z",1.81249929500001,-90.729165953,24.805
"2022-01-01T00:00:00Z",1.81249929500001,-90.687499286,24.62
"2022-01-01T00:00:00Z",1.81249929500001,-90.645832619,24.615
"2022-01-01T00:00:00Z",1.81249929500001,-90.604165952,24.575
"2022-01-01T00:00:00Z",1.81249929500001,-90.562499285,24.555
"2022-01-01T00:00:00Z",1.81249929500001,-90.520832618,24.175
"2022-01-01T00:00:00Z",1.81249929500001,-90.479165951,24.18
"2022-01-01T00:00:00Z",1.81249929500001,-90.437499284,24.02
"2022-01-01T00:00:00Z",1.81249929500001,-90.395832617,24.02
